Administrative;ProductRelated;ProductRelated_Duration;BounceRates;ExitRates;PageValues;M11;New_Visitor;Returning_Visitor;Revenue
0;15;3101666667;0;0,006666667;0;0;0;1;0
0;2;34;0;0,05;0;0;0;1;0
0;22;622,25;0,003030303;0,006060606;0;0;0;1;0
0;14;222,4;0,017142857;0,057142857;0;0;0;1;0
0;3;80;0,066666667;0,133333333;0;0;0;1;0
0;11;8008333333;0;0,003636364;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;12;2651666667;0,011111111;0,026111111;0;0;0;1;0
0;2;29;0;0,1;0;0;0;1;0
0;4;160;0;0,075;0;0;0;1;0
0;4;1356666667;0,05;0,025;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
4;36;9987416667;0;0,014736467;1944707913;0;0;1;0
0;4;104;0;0,05;0;0;0;1;0
0;6;169;0;0,016666667;0;0;0;1;0
0;8;400,8;0,05;0,120833333;0;0;0;1;0
12;42;1553583333;0,009;0,019666667;3830849268;0;0;1;0
0;14;706,5;0;0,007142857;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
4;90;6951972222;0,002150538;0,015013034;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;18;902;0;0,007407407;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;20;1973777778;0,025;0,0525;0;0;0;1;0
0;2;43;0;0,1;0;0;0;1;0
0;8;4266666667;0;0,0125;0;0;0;1;0
0;3;135;0;0,066666667;0;0;0;1;0
0;16;5883333333;0;0,025;0;0;0;1;0
10;36;2111341667;0,004347826;0,014492754;1143941195;0;0;1;1
0;2;76;0;0,05;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;7;208;0;0,028571429;0;0;0;1;0
0;4;270;0;0,016666667;0;0;0;1;0
0;6;39,5;0;0,02;0;0;0;1;0
0;12;375;0,016666667;0,058333333;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;7;150;0,057142857;0,085714286;0;0;0;1;0
0;3;138;0;0,066666667;0;0;0;1;0
0;7;337,5;0,028571429;0,023809524;0;0;0;1;0
0;19;6200333333;0;0,007894737;0;0;0;1;0
2;15;1688461538;0;0,011764706;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;2;52;0;0,1;0;0;0;1;0
0;13;649,25;0;0,015384615;0;0;1;0;0
0;27;9253333333;0,003703704;0,025925926;0;0;0;1;0
0;2;33;0;0,1;0;0;0;1;0
0;6;1566,5;0,05;0,066666667;0;0;0;1;0
0;4;105;0;0,025;0;0;0;1;0
0;7;50;0,038095238;0,080952381;0;0;0;1;0
0;16;644,2;0,004166667;0,031666667;0;0;0;1;0
3;38;2635177778;0;0,008947368;0;0;0;1;0
4;19;607;0;0,026984127;1753595893;0;0;1;1
0;6;415;0;0,033333333;0;0;0;1;0
2;36;2083530952;0;0,01351025;0;0;0;1;0
3;17;2816666667;0,007058824;0,017647059;0;0;0;1;0
0;2;27;0,15;0,15;0;0;0;1;0
0;9;215;0,044444444;0,074074074;0;0;0;1;0
0;12;162;0,05;0,066666667;0;0;0;1;0
0;2;114;0,05;0,066666667;0;0;0;1;0
6;128;5062213753;0,000854701;0,01791847;0;0;0;1;0
0;4;253;0;0,016666667;0;0;0;1;0
0;4;0;0,2;0,2;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
2;25;436,5;0,008;0,024;0;0;0;1;0
0;30;1045833333;0,012903226;0,035483871;0;0;0;1;0
0;12;3178333333;0;0,005555556;0;0;0;1;0
0;21;1146333333;0;0,012962963;0;0;0;1;0
0;11;577;0,018181818;0,027272727;0;0;0;1;0
0;8;95;0;0,075;0;0;0;1;0
0;6;301,5;0;0,111111111;0;0;0;1;0
0;6;243;0;0,033333333;0;0;0;1;0
0;4;135,5;0;0,05;0;0;0;1;0
0;14;4423333333;0;0,034375;0;0;0;1;0
0;3;41;0;0,066666667;0;0;0;1;0
0;11;292,9;0,028;0,11952381;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;9;1238333333;0;0,040740741;0;0;0;1;0
0;10;2254666667;0;0,05;0;0;0;1;0
4;51;1873216667;0;0,00754717;0;0;0;1;0
0;3;13;0,133333333;0,166666667;0;0;0;1;0
0;2;222;0;0,1;0;0;0;1;0
2;16;2148333333;0;0,022222222;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;6;2017166667;0;0,011111111;0;0;0;1;0
6;26;4490277778;0;0,018518519;0;0;0;1;0
0;6;1581666667;0;0,033333333;0;0;0;1;0
0;9;3036666667;0,005555556;0,046296296;0;0;0;1;0
0;3;25;0;0,066666667;0;0;0;1;0
0;2;42;0,05;0,15;0;0;0;1;0
4;14;1003416667;0;0,018039216;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;9;272,5;0;0,011851852;0;0;0;1;0
3;8;344;0;0,007407407;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;10;852;0;0,009090909;0;0;0;1;0
0;3;780;0,066666667;0,066666667;0;0;0;1;0
0;3;1038;0;0,033333333;0;0;0;1;0
0;4;573;0;0,05;0;0;0;1;0
0;28;1231233333;0,007142857;0,030357143;0;0;0;1;0
0;11;3166666667;0;0,027272727;0;0;0;1;0
0;20;8737365079;0,0075;0,028166667;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;4;16;0,1;0,15;0;0;0;1;0
0;19;615;0;0,026315789;0;0;0;1;0
0;9;261,75;0;0,026666667;0;0;0;1;0
0;21;6158831169;0,033333333;0,04993081;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;6;117,5;0;0,033333333;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;23;5016666667;0,008695652;0,01884058;0;0;0;1;0
2;31;8291666667;0,03030303;0,040606061;0;0;0;1;0
1;23;1223;0,015217391;0,012463768;0;0;0;1;0
0;6;467;0;0,016666667;0;0;0;1;0
0;23;7371666667;0,008695652;0,011594203;0;0;0;1;0
0;12;129;0;0,033333333;0;0;0;1;0
0;5;63;0;0,04;0;0;0;1;0
0;5;125;0,086666667;0,166666667;0;0;0;1;0
0;11;6843333333;0,018181818;0,063636364;0;0;0;1;0
0;20;6654722222;0;0,0145;0;0;0;1;0
1;15;487,5;0;0,019166667;0;0;0;1;0
0;17;4371666667;0,011111111;0,033333333;0;0;0;1;0
0;3;55;0,066666667;0,1;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
5;24;4469277778;0;0,008602151;0;0;0;1;0
3;10;320,5;0;0,015384615;0;0;0;1;0
0;7;666;0;0,014285714;0;0;0;1;0
1;21;4057095238;0,010743802;0,047002635;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;6;163,25;0,033333333;0,033333333;0;0;0;1;0
0;17;284,25;0;0,011764706;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;8;260;0,008333333;0,025;0;0;0;1;0
0;5;2798571429;0,003174603;0,012764202;0;0;0;1;0
0;20;927,45;0,011111111;0,027248677;8000740741;0;0;1;0
2;50;836,8;0;0,006339869;0;0;0;1;0
10;96;3283166739;0,001960784;0,013509414;0;0;0;1;0
9;49;1868819697;0;0,020708874;1706014966;0;0;1;1
3;68;3008124108;0,007142857;0,016727891;4653017511;0;0;1;0
0;2;0;0,2;0,2;0;0;0;1;0
3;24;3230,25;0,036190476;0,096;0;0;0;1;0
3;9;319;0;0,02;0;0;0;1;0
0;3;42;0;0,066666667;0;0;0;1;0
0;22;3543333333;0,009090909;0,057662338;0;0;0;1;0
0;98;355661241;0,002061856;0,010173465;0;0;0;1;0
2;67;2563783333;0;0,005797101;1934265017;0;1;0;1
3;13;3014018519;0,013068182;0,06140625;0;0;0;1;0
0;17;8402333333;0;0,001666667;109176;0;1;0;1
3;55;1970844805;0;0,001724138;9625511582;0;1;0;1
1;50;2867;0;0,004;1534432478;0;0;1;1
0;5;43;0;0,04;0;0;0;1;0
5;13;284,5;0;0,004166667;0;0;1;0;0
0;3;133,5;0;0,088888889;0;0;0;1;0
1;12;2976666667;0;0,008333333;0;0;0;1;0
3;16;453,75;0;0,005263158;0;0;1;0;0
1;16;1331,75;0;0,0125;3379956701;0;1;0;1
2;5;558,5;0;0,028571429;0;0;1;0;0
3;4;1458333333;0;0,016666667;0;0;1;0;0
0;8;731;0;0,04375;0;0;0;1;0
2;4;188;0,033333333;0,0375;0;0;0;1;0
0;14;5653333333;0,037619048;0,04952381;0;0;0;1;0
0;2;50;0;0,05;0;0;0;1;0
4;7;591;0,006666667;0,033333333;0;0;0;1;0
2;10;281;0;0,042857143;0;0;0;1;0
2;18;4838333333;0;0,02;0;0;0;1;0
2;4;42;0;0,066666667;0;0;0;1;0
0;35;1192386111;0,005714286;0,028571429;0;0;0;1;0
0;12;198;0,016666667;0,075;0;0;0;1;0
0;3;15;0;0,066666667;0;0;0;1;0
2;14;643;0;0,013333333;350928;0;0;1;1
0;5;23;0,08;0,12;0;0;0;1;0
0;4;14;0,1;0,15;0;0;0;1;0
1;6;210,5;0;0,02;0;0;1;0;0
1;28;152930467;0,001481481;0,009150327;0;0;0;1;0
0;2;19;0;0,1;0;0;0;1;0
5;37;1599083333;0;0,006578947;0;0;0;1;0
0;9;102,5;0;0,022222222;0;0;0;1;0
0;16;2337;0;0,013333333;1776266667;0;0;1;1
0;19;1883,5;0,010526316;0,021052632;0;0;0;1;0
2;50;1245,3;0,004;0,020666667;7146260888;0;0;1;0
6;22;1674583333;0;0,014666667;0;0;0;1;0
0;9;132;0,011111111;0,033333333;0;0;0;1;0
1;50;1434255128;0;0,019230769;2203276923;0;0;1;0
2;18;367,25;0,005263158;0,044210526;0;0;0;1;0
3;7;148,5;0;0,014081633;0;0;0;1;0
3;29;1482210784;0,006896552;0,010600255;0;0;0;1;0
6;34;1048492063;0,011578947;0,032225685;0;0;0;1;0
0;9;478;0;0,011111111;0;0;0;1;0
0;16;980,25;0;0,04;0;0;0;1;0
8;51;1124693074;0,022807018;0,036550087;0;0;0;1;0
2;22;3531666667;0,018181818;0,031818182;0;0;0;1;0
1;18;1489083333;0,023529412;0,046470588;0;0;0;1;0
0;28;2389333333;0,016666667;0,030833333;0;0;0;1;0
0;7;753;0;0,00952381;0;0;0;1;0
0;31;6881666667;0;0,019354839;0;0;0;1;0
0;14;811;0,015384615;0,041025641;0;0;0;1;0
1;9;415,25;0,033333333;0,048148148;0;0;0;1;0
16;32;908013456;0,005;0,01805276;4368515556;0;0;1;1
1;71;2753378571;0,012676056;0,015201207;0;0;0;1;0
2;46;2452582143;0,007246377;0,022253906;0;0;0;1;0
0;18;5188,5;0;0,05;0;0;0;1;0
0;2;0;0,2;0,2;0;0;0;1;0
0;5;57;0,08;0,12;0;0;0;1;0
0;2;8;0;0,1;0;0;0;1;0
4;19;1430659091;0,01;0,025666667;0;0;0;1;0
1;2;20;0;0,05;0;0;0;1;0
5;4;1373,75;0;0,02;0;0;0;1;0
0;45;844,25;0;0,01037037;0;0;0;1;0
0;7;188;0;0,033333333;0;0;1;0;0
3;14;527375;0,015555556;0,033862434;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
1;29;1916761905;0,006451613;0,018709677;8772473118;0;0;1;1
0;9;1163333333;0;0,066666667;0;0;0;1;0
0;30;397;0;0,02;0;0;0;1;0
0;63;5220083333;0;0,003329865;5146331148;0;0;1;1
0;20;2193333333;0;0,011666667;0;0;0;1;0
0;5;74;0;0,04;0;0;0;1;0
0;15;1559,6;0;0,033846154;0;0;0;1;0
0;6;236,5;0;0,016666667;0;0;0;1;0
1;14;3486666667;0,035714286;0,053571429;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
1;13;224,5;0;0,014285714;0;0;1;0;0
4;42;6017666667;0;0,004545455;0;0;0;1;0
0;5;75,5;0,02;0,013333333;0;0;0;1;0
0;2;153;0;0,05;0;0;0;1;0
4;10;197,2;0;0,016666667;39;0;0;1;1
0;18;3658,5;0,016666667;0,05;0;0;0;1;0
0;5;1162,5;0;0,025;0;0;0;1;0
0;32;556,6;0,014583333;0,039583333;0;0;0;1;0
0;3;41;0;0,033333333;0;0;0;1;0
0;11;3000714286;0;0,02;539892;0;0;1;1
13;36;1626625433;0,010638298;0,026186255;6831792392;0;0;1;0
0;6;69,25;0;0,044444444;0;0;0;1;0
2;10;1169,1;0,02;0,05;0;0;0;1;0
0;8;402;0;0,038095238;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;35;3324333333;0,011428571;0,024761905;0;0;0;1;0
11;87;3037499952;0,002150538;0,007722385;0;0;0;1;0
0;4;59;0;0,05;0;0;0;1;0
1;51;1059253472;0,010588235;0,022643039;0;0;0;1;0
2;7;720;0;0,011111111;0;0;0;1;0
0;40;9054856061;0,0135;0,03747619;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
2;14;6036666667;0;0,0125;4467925;0;0;1;1
0;13;3289166667;0;0,014285714;5979014286;0;0;1;1
0;33;7788166667;0;0,022424242;0;0;0;1;0
4;22;8515595238;0,004545455;0,031907308;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;3;227,5;0;0,022222222;0;0;0;1;0
5;17;528,9;0;0,002272727;0;0;0;1;0
0;15;8728333333;0;0,026666667;0;0;0;1;0
0;2;0;0,2;0,2;0;0;0;1;0
0;35;8350666667;0,012571429;0,044761905;0;0;0;1;0
0;4;82,5;0;0,05;0;0;0;1;0
0;1;13;0;0,1;0;0;0;1;0
0;2;9;0;0,1;0;0;0;1;0
0;2;7;0;0,1;0;0;0;1;0
0;12;94,5;0,033333333;0,025555556;0;0;0;1;0
5;23;267,3;0;0,016;0;0;0;1;0
0;29;3312,5;0,013793103;0,028965517;0;0;0;1;0
0;3;75;0;0,066666667;0;0;0;1;0
2;10;75;0,05;0,11;0;0;0;1;0
0;27;1547,5;0,003703704;0,014814815;0;0;0;1;0
7;35;1276157071;0;0,008681765;0;0;0;1;0
3;54;2631,1;0;0,00969697;0;0;0;1;0
0;2;96;0;0,1;0;0;0;1;0
2;3;1370;0;0,025;0;0;0;1;0
2;5;97;0;0,04;0;0;0;1;0
1;46;1380166667;0;0,01037037;0;0;0;1;0
1;23;1483,6;0,022916667;0,038373016;7103020833;0;0;1;1
0;5;156;0;0,04;0;0;0;1;0
0;10;240,75;0;0,02;0;0;0;1;0
2;37;1238,5;0,005128205;0,016410256;0;0;1;0;0
6;68;2524719048;0;0,000175593;0;0;0;1;0
4;4;54;0;0,028571429;0;0;0;1;0
2;2;35;0;0,05;0;0;1;0;0
0;15;1759166667;0,013333333;0,026666667;0;0;0;1;0
3;11;263,6;0;0,003571429;0;0;0;1;0
2;7;101,8;0;0,011111111;0;0;1;0;0
0;1;0;0,2;0,2;0;0;0;1;0
3;55;1042242857;0;0,002222222;0;0;1;0;0
1;21;6136666667;0,008333333;0,023611111;0;0;0;1;0
4;64;1588944444;0,003076923;0,009213675;0;0;0;1;0
0;75;4105666667;0,002631579;0,017324561;0;0;0;1;0
1;14;269,5;0;0,019047619;0;0;0;1;0
1;8;1236,2;0;0,028571429;0;0;0;1;0
0;49;1384016667;0;0,011904762;0;0;0;1;0
0;4;52;0;0,025;0;0;0;1;0
1;29;664,75;0;0,005057471;0;0;0;1;0
0;7;64;0;0,014285714;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;8;326,5;0,1;0,125;0;0;0;1;0
0;25;1690977778;0,008;0,037333333;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
4;3;178,75;0;0,008;0;0;1;0;0
0;12;407;0;0,033333333;0;0;0;1;0
6;39;1513566667;0,005128205;0,021367521;0;0;0;1;0
3;24;8320909091;0;0,009876543;0;0;1;0;0
1;12;2508333333;0;0,016666667;0;0;0;1;0
2;15;5656666667;0;0,00625;0;0;1;0;0
0;10;194;0,02;0,04;0;0;0;1;0
8;19;298;0;0,016666667;1966818546;0;0;1;0
9;55;1743066667;0;0,004371585;0;0;0;1;0
3;27;6559166667;0;0,011111111;0;0;0;1;0
0;30;1992833333;0;0,003333333;9227000967;0;0;1;1
0;3;0;0,2;0,2;0;0;0;1;0
0;24;3088635531;0;0,028030303;0;0;0;1;0
3;46;2749666667;0;0,005555556;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;25;812;0;0,008;0;0;0;1;0
0;12;166;0,028571429;0,071428571;0;0;0;1;0
1;4;65;0;0,05;0;0;0;1;0
4;46;2450688095;0,027083333;0,047905093;0;0;0;1;0
0;10;2268333333;0;0,01;0;0;0;1;0
3;9;341;0;0,007692308;3443601877;0;1;0;1
0;13;226;0;0,053846154;0;0;0;1;0
1;111;3510879903;0,0000983;0,009438427;1201656549;0;0;1;0
5;2;6;0;0,033333333;0;0;0;1;0
2;27;559,4;0,014814815;0,030452675;0;0;0;1;0
8;33;1109883333;0,013888889;0,027742165;0;0;0;1;0
0;5;239;0;0,04;0;0;0;1;0
2;7;2121666667;0;0,00625;0;0;1;0;0
1;81;2820952419;0,008897485;0,029431012;0;0;0;1;0
0;6;44;0,066666667;0,1;0;0;0;1;0
0;8;781;0,028571429;0,057142857;0;0;0;1;0
4;14;1756666667;0;0,010588235;0;0;0;1;0
3;25;3978846154;0,005333333;0,033504762;0;0;0;1;0
0;25;7700285714;0,0112;0,034933333;0;0;0;1;0
2;22;1034975;0;0,014;1614384;0;0;1;1
0;2;12;0;0,1;0;0;0;1;0
0;3;8;0,066666667;0,133333333;0;0;0;1;0
1;22;399,8;0,019047619;0,038095238;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
9;61;2258430586;0,01;0,020655014;2810812468;0;0;1;0
0;2;254;0;0,1;0;0;0;1;0
0;7;67;0;0,028571429;0;0;0;1;0
0;4;57;0;0,025;0;0;0;1;0
0;12;2404166667;0;0,061688312;0;0;0;1;0
0;8;5511666667;0,025;0,035;0;0;0;1;0
6;47;1532,2;0,009929078;0,019797366;2726888014;0;0;1;1
0;7;379,5;0,057142857;0,085714286;0;0;0;1;0
1;14;5481857143;0,028571429;0,02987013;0;0;0;1;0
3;31;1735301587;0,015625;0,0515625;0;0;0;1;0
0;3;103;0;0,022222222;0;0;0;1;0
7;44;1406,1;0,004081633;0,006501458;0;0;0;1;0
3;8;331,4;0;0,003333333;0;0;1;0;0
1;88;1759275703;0,004545455;0,020644542;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
7;31;1204600433;0,000854701;0,013342491;1192009615;0;0;1;1
2;39;1743366667;0;0,016410256;7893483561;0;0;1;1
0;10;236;0;0,026666667;0;0;0;1;0
5;17;4270833333;0;0,008695652;0;0;1;0;0
3;46;909522619;0,004255319;0,020449173;0;0;0;1;0
4;14;7029166667;0;0,014259259;0;0;1;0;0
0;40;9623333333;0;0,01625;0;0;0;1;0
4;2;159;0;0,008;0;0;1;0;0
0;2;24;0;0,1;0;0;0;1;0
8;30;1569625;0;0,008108108;1588906362;0;0;1;1
3;15;4248333333;0;0,0125;0;0;0;1;0
0;16;1548333333;0;0,00625;0;0;0;1;0
2;37;7584428571;0;0,010526316;0;0;0;1;0
4;11;305875;0;0,001709402;0;0;1;0;0
3;2;62;0;0,025;0;0;0;1;0
1;15;656,25;0,028571429;0,028571429;0;0;0;1;0
0;29;617,5;0,006896552;0,01954023;0;0;0;1;0
0;15;245;0;0,0125;119955404;0;0;1;1
0;3;20;0;0,066666667;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;2;22;0;0,1;0;0;0;1;0
1;55;872,4;0,003508772;0,01754386;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;38;1372;0,005405405;0,018918919;0;0;0;1;0
2;7;139;0,022222222;0,055555556;0;0;0;1;0
4;149;5042458059;0,003870968;0,007285123;1836804916;0;0;1;1
0;5;288,5;0;0,0125;0;0;0;1;0
0;2;0;0,2;0,2;0;0;0;1;0
0;6;192;0;0,04;0;0;0;1;0
0;27;9546666667;0;0,003846154;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
2;13;429;0,013333333;0,040444444;0;0;0;1;0
0;41;1546,5;0;0,008333333;0;0;0;1;0
2;9;9646666667;0;0,018181818;0;0;0;1;0
2;9;1988333333;0;0,006060606;0;0;1;0;0
0;8;181;0,075;0,1;0;0;0;1;0
2;15;208,5;0;0,011764706;0;0;1;0;0
0;21;5174238095;0,019047619;0,025;0;0;0;1;0
0;12;3580666667;0;0,025;0;0;0;1;0
1;22;339,25;0;0,026984127;0;0;0;1;0
3;13;796;0;0,013333333;0;0;0;1;0
0;31;1759416667;0;0,002903226;0;0;0;1;0
2;19;3277;0,015789474;0,037894737;0;0;0;1;0
0;13;2651666667;0;0,046153846;0;0;0;1;0
5;13;437,2;0;0,002222222;0;0;1;0;0
0;6;92;0;0,066666667;0;0;0;1;0
3;0;0;0;0,05;0;0;0;1;0
3;23;1266267677;0,002197802;0,037765568;0;0;0;1;0
3;2;19;0;0,033333333;0;0;1;0;0
6;47;1882113409;0,004;0,019314286;17527656;0;0;1;0
1;12;616,4;0;0,018181818;0;0;0;1;0
0;5;155;0,04;0,053333333;0;0;0;1;0
0;11;814,5;0;0,01;0;0;1;0;0
0;21;4604166667;0,019047619;0,036507937;0;0;0;1;0
0;5;819,5;0;0,036;0;0;0;1;0
1;30;659,2;0;0,006451613;0;0;1;0;0
0;5;427;0;0,04;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;17;766,5;0;0,0125;619395;0;1;0;1
0;1;0;0,2;0,2;0;0;0;1;0
0;14;2425;0;0,007142857;0;0;0;1;0
7;11;416,5;0;0,007142857;0;0;1;0;0
0;15;6386428571;0,003571429;0,053571429;0;0;0;1;0
0;8;445;0;0,014285714;0;0;0;1;0
0;4;81;0;0,025;0;0;0;1;0
0;20;1985;0,03;0,055;0;0;0;1;0
5;24;7581444444;0,04;0,059846154;0;0;0;1;0
7;15;310,9;0;0,01;0;0;0;1;0
3;15;482;0,0125;0,025;0;0;0;1;0
0;2;0;0,2;0,2;0;0;0;1;0
3;30;7098333333;0,026666667;0,046666667;0;0;0;1;0
0;31;4547166667;0,012903226;0,039247312;8682741935;0;0;1;0
0;9;1040;0,077777778;0,116666667;0;0;0;1;0
0;3;223;0,066666667;0,133333333;0;0;0;1;0
0;11;687,5;0,020512821;0,035897436;0;0;0;1;0
0;30;6325833333;0;0,021666667;0;0;0;1;0
1;9;312;0;0,044444444;0;0;1;0;0
3;45;2502966667;0;0,008510638;9702113281;0;1;0;0
10;47;3608,9;0;0,019871795;7256219133;0;0;1;0
13;15;406575;0,019047619;0,032380952;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
1;39;2487,5;0,017105263;0,047105263;0;0;0;1;0
0;15;212,8;0,019047619;0,042857143;0;0;0;1;0
2;20;510;0,013636364;0,034848485;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
2;5;7233333333;0;0,014285714;0;0;1;0;0
0;13;96,5;0,030769231;0,076923077;0;0;0;1;0
0;8;267;0;0,05;0;0;0;1;0
0;8;4811666667;0;0,025;0;0;0;1;0
0;4;2528;0;0,066666667;0;0;0;1;0
2;24;1530194444;0,007407407;0,014814815;1010222222;0;0;1;0
0;7;289,5;0;0,014285714;0;0;0;1;0
0;1;10;0;0,1;0;0;0;1;0
0;16;676,75;0,014285714;0,035714286;0;0;0;1;0
0;4;36;0,05;0,1;0;0;0;1;0
2;6;65;0;0,025;0;0;1;0;0
0;16;630,75;0;0,04047619;0;0;0;1;0
8;14;336,5;0;0,005555556;0;0;0;1;0
0;5;77;0;0,04;0;0;0;1;0
5;3;4466666667;0;0,025;0;0;0;1;0
4;22;3410875;0,019871795;0,09;0;0;0;1;0
0;10;322,5;0,04;0,07;0;0;0;1;0
0;11;919;0;0,027272727;0;0;0;1;0
18;79;2096911364;0,003333333;0,014008551;2596702005;0;0;1;0
4;66;2868133333;0,011428571;0,01725974;9162351243;0;0;1;1
1;27;1058893939;0;0,010493827;1865777778;0;0;1;0
6;5;5438095238;0;0,003571429;0;0;1;0;0
2;11;543,5;0,007692308;0,038461538;0;0;0;1;0
0;29;1089;0,006896552;0,013793103;0;0;0;1;0
1;43;1131808333;0,028787879;0,047348485;0;0;0;1;0
0;7;314,5;0,033333333;0,066666667;0;0;0;1;0
14;258;1130120416;0;0,00742538;336117917;0;0;1;1
6;33;1946942857;0,005882353;0,020602653;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
6;26;1558;0,006666667;0,013333333;7169617487;0;0;1;0
0;21;1198,75;0;0,003174603;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;17;9271666667;0;0,014705882;0;0;0;1;0
0;4;135,5;0;0,066666667;0;0;0;1;0
3;8;292,5;0;0,027272727;0;0;0;1;0
0;2;68,5;0;0,033333333;0;0;0;1;0
3;23;3641666667;0,004;0,02;0;0;0;1;0
0;26;694,3;0,023076923;0,036410256;0;0;0;1;0
1;3;236;0;0,025;0;0;0;1;0
4;5;81;0;0,025;0;0;0;1;0
2;21;521,5;0,018181818;0,021212121;0;0;0;1;0
